cl1,date,message,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT
238,2021-05-22 0:37:52,Ben Shapiro reacts to viral videos of Jews being attacked in New York City on Thursday night following the announcement of a ceasefire in the Middle East between Israel and Palestinian terrorists.,0.2712817,0.016527053,0.35722974,0.13607067,0.11330656,0.26469266
239,2021-05-22 0:28:24,"Alexandria Ocasio-Cortez has correctly expressed concern in the past that political rhetoric could endanger her and her colleagues. Unfortunately, her view that overheated demagoguery puts people at risk doesn't extend to Jews.",0.27359754,0.013078962,0.36871558,0.19695957,0.087059245,0.045957033
240,2021-05-23 20:20:38,"There are now groups of volunteers — both Jewish and non-Jewish — keeping watch in neighborhoods across the Southland, in other states, and even abroad.",0.016729267,0.0006205076,0.038040854,0.011510533,0.003540599,0.010488025
241,2021-05-23 17:53:09,"Several local lawmakers in the Orthodox and Hasidic Jewish communities said the attackers allegedly demanded the teens chant phrases such as ""free Palestine"" before the assault.",0.06132676,0.0019321194,0.103990674,0.035777964,0.012488024,0.021160208
242,2021-05-23 14:32:04,"“We gotta get flashlights and we gotta look for de Blasio and Cuomo and we gotta look for Schumer, we gotta look for Nadler because they are cowards.”",0.5149511,0.020365877,0.053609952,0.62098914,0.1361549,0.026630279
243,2021-05-23 13:08:35,"""A social media campaign urging TikTok users to record and post video footage of themselves beating up Jewish people may have spread across the Atlantic.""",0.38953075,0.06601574,0.49044874,0.23447432,0.21357267,0.45281494
244,2021-05-24 22:30:18,DeSantis gave a good example of how to deal with bad faith questions,0.07011723,0.002630655,0.03214179,0.05258684,0.022045897,0.018018613
245,2021-05-24 22:02:04,"""Halawa allegedly suggested that the solution to the conflict was to send Jews to the United States""",0.32563272,0.027650462,0.46926653,0.1597001,0.07208767,0.12880437
246,2021-05-24 21:21:09,Nolte: Democrat-run cities either can't or are refusing to protect Jews and Asians from an explosion in hate crime.,0.34575438,0.015694754,0.40073952,0.2399469,0.030696819,0.064755864
247,2021-05-24 21:20:14,"A wave of anti-Semitic attacks has broken out in communities around the U.S. over the last two weeks. In midtown Manhattan, a group of people attacked a Jewish man in the street in broad daylight.",0.2752517,0.01735935,0.37102163,0.12393488,0.116978616,0.40362522
248,2021-05-24 18:46:40,"""For some on the progressive left, the conflict between Jews and Muslims 6,000 miles east of Washington, D.C., has become jumbled up with American ideas about race,"" Matti Friedman writes.",0.031014297,0.0009883534,0.066337064,0.019795185,0.0025464406,0.0101276655
249,2021-05-24 18:44:06,"When the moment for moral leadership came in condemning the horrific antisemitic attacks against Jews, Joe remained quiet. Now, finally, he's issued the obligatory remarks.",0.28021416,0.011830515,0.37202716,0.18377912,0.041580237,0.047096357
250,2021-05-24 18:35:16,Is their rhetoric making attacks on Jews worse?,0.36944604,0.023727993,0.48406938,0.23173803,0.21753587,0.3391558
251,2021-05-24 17:30:58,"""In a war a Jew gave a kidney to an Arab."" Randa Aweis, an Arab Christian, received a donor kidney from a Jewish Israeli man who died in the wave of violence between Jews and Arabs in the Israeli town of Lod. cnn.it/2TdkOcK",0.1785852,0.009393073,0.2980635,0.08897237,0.03488275,0.1188737
252,2021-05-24 17:12:20,"Progressive ""Squad"" Democrats in the House of Representatives in recent days condemned anti-Semitic attacks in the United States as they also assailed Israel as an alleged ""Apartheid"" state that is killing children – comments some have said are creating an excuse for pro-Palestinian radicals to violently attack Jews.",0.39230084,0.04922404,0.398219,0.2162745,0.044649918,0.42411652
253,2021-05-24 14:30:37,"After initial silence, President Biden has condemned the recent attacks against Jewish communities in the U.S., calling for an end to the violence.",0.17518331,0.007669028,0.23499638,0.060691833,0.03655712,0.1317734
254,2021-05-24 14:20:56,"President Biden on Monday condemned ""despicable"" anti-Semitic attacks against American Jews in the U.S. who have found themselves targets of death threats, hate speech and violent physical attacks amid the conflict between Israel and Palestinians.",0.33859563,0.027930638,0.37202716,0.18936442,0.118202634,0.38526526
255,2021-05-24 5:22:17,"With tensions still high, police cleared young Palestinians out of the Al-Aqsa Mosque compound and barred entry to Muslims under the age of 45. Muslims who entered were required to leave their IDs with police at the entrance. It said six Palestinians were detained, with four later released. https://yhoo.it/3fItizU",0.118584804,0.0053802095,0.15714622,0.05258684,0.012627555,0.023599563
256,2021-05-24 2:04:09,"“We gotta get flashlights and we gotta look for de Blasio and Cuomo and we gotta look for Schumer, we gotta look for Nadler because they are cowards.”",0.5149511,0.020365877,0.053609952,0.62098914,0.1361549,0.026630279
257,2021-05-24 0:30:03,“They are silent.”,0.028267438,0.001300465,0.016182713,0.03079251,0.009697405,0.014877018
258,2021-05-25 22:28:08,"A ""Walk for Israel"" rally in Naperville, Illinois, was disrupted by violent protesters from the ""Naperville Protest for Palestine"" Sunday.",0.1731117,0.007669028,0.17284651,0.095739305,0.041580237,0.11317709
259,2021-05-25 21:30:18,"""I’m not at all offended by Greene comparing having to wear a mask to my great-grandparents starving naked in the snow, desperately clinging to their children as they were shot dead by their own former neighbors. That totally makes sense,"" writes Jay Michaelson.",0.22981352,0.012722263,0.030140322,0.1250627,0.035719935,0.29642832
260,2021-05-25 21:22:06,Senate Republicans introduce resolution to condemn anti-Semitism and denounce incendiary language from House Dems,0.2459383,0.013970709,0.2980635,0.13304447,0.09838908,0.16245337
261,2021-05-25 21:09:03,"""Those who terrorize Jews out of rage at Israel seem to make their point for them.”",0.355017,0.021206405,0.47030735,0.19972146,0.11052819,0.20204042
262,2021-05-25 20:39:07,"""Marjorie is wrong, and her intentional decision to compare the horrors of the Holocaust with wearing masks is appalling.""",0.22979778,0.0060936073,0.07747329,0.28602606,0.0279062,0.018573012
263,2021-05-25 20:00:12,Jewish groups are pressuring the White House to appoint a special envoy to monitor anti-Semitism in the U.S.,0.2712817,0.013554561,0.37102163,0.13304447,0.08463142,0.04424805
264,2021-05-25 19:33:01,House Republican leaders forcefully condemned Rep. Marjorie Taylor Greene's comments comparing COVID-19 safety measures like mask-wearing to the treatment of Jews in Nazi Germany. https://to.pbs.org/3hWfsga,0.17242117,0.0092147235,0.2594489,0.11942359,0.022185428,0.022269005
265,2021-05-25 19:00:31,Deranged...,0.42234805,0.032693636,0.09401854,0.52024674,0.16162987,0.01975573
266,2021-05-25 18:40:33,EXCLUSIVE: House Minority Leader Kevin McCarthy and GOP Rep. David Kustoff on Tuesday rolled out a bill to prevent anti-Semitic hate crimes amid a wave of violent attacks against American Jews in the U.S. after an 11-day conflict between Israel and Hamas.,0.20963,0.008501326,0.27506125,0.105889715,0.03223166,0.08526368
267,2021-05-25 18:24:49,Republican leaders in Congress sought to distance themselves Tuesday from comments made by Rep. Marjorie Taylor Greene that compared House Speaker Nancy Pelosi's mask mandate in the House of Representatives to the killing of six million Jews in the Holocaust by Nazi Germany.,0.25447917,0.015338056,0.2980635,0.1317205,0.083822146,0.25640294
268,2021-05-25 18:05:11,"U.S. House Republican leader Kevin McCarthy denounced fellow Republican Marjorie Taylor Greene on Tuesday for likening COVID-19 masks to the badges the Nazis forced Jews to wear in the Holocaust, but did not suggest any disciplinary action against the firebrand ally to former President Donald Trump.",0.21804169,0.012603363,0.2980635,0.1353141,0.07977577,0.13078372
269,2021-05-25 18:01:18,"GOP Rep. Marjorie Taylor Greene has repeatedly equated COVID safety measures with the atrocities committed during the Holocaust, when Nazis killed 6 million Jewish people. House Minority Leader Kevin McCarthy has condemned the comments — but Greene doubled down.",0.21539254,0.009928121,0.14850114,0.12280706,0.015487941,0.11317709
270,2021-05-25 17:00:14,Representative Marjorie Taylor Greene drew a rare condemnation on Tuesday from the top House Republican for her latest comments that compare mask and vaccine rules to the treatment of Jews by the Nazis during the Holocaust.,0.21980777,0.012484464,0.24643858,0.11716794,0.053474363,0.061907552
271,2021-05-25 16:18:08,"Shapiro REACTS To HORRIFYING ""We're Hunting Jews"" Vid",0.45811868,0.081394486,0.5378077,0.35747424,0.3504248,0.4495913
272,2021-05-25 15:36:05,"S.E. CUPP | Marjorie Taylor Greene is a scourge and a cancer on the Republican Party. How long will Republican leadership allow this horror show to play out? But as long as the Republican Party tacitly accepts her for her voters and her money, the Republican Party is also a scourge and a cancer on America, writes S.E. Cupp",0.4396069,0.055948276,0.038040854,0.1493805,0.024138862,0.014396539
273,2021-05-25 15:29:04,"In The New York Times Opinion Section “Right-wing Zionists and anti-Semitic anti-Zionists have something fundamental in common: Both conflate the Jewish people with the Israeli state,” writes Michelle Goldberg. “Israel’s government and its American allies benefit when they can shut down criticism of the country as anti-Semitic.”",0.19141254,0.0074015036,0.13295364,0.052136563,0.009697405,0.013139901
274,2021-05-25 13:31:40,The recent violence in Gaza has been the backdrop for anti-Semitic attacks in multiple U.S. states that have highlighted the growing partisan divide in Washington over how to best achieve peace in the decades-long war.,0.119228795,0.004161488,0.10156065,0.040763415,0.012767086,0.026482439
275,2021-05-25 13:16:04,"OPINION | To all who pretend that anti-Zionism is unrelated to anti-Semitism, and who fight against the adoption of the International Holocaust Remembrance Alliance (IHRA) definition of anti-Semitism because it contains some examples of problematic “anti-Zionism,” the last few weeks should’ve been clarifying — and embarrassing. But regardless of your politics and beliefs: If anti-Zionism is not related to anti-Semitism, why are all of these people suddenly attacking Jews around the world, collectively and at random?",0.2459383,0.011354917,0.12019085,0.07194877,0.017022781,0.017242454
276,2021-05-25 12:16:34,"""...when you deplatform the President of the United States but you let Ayatollah Khamenei talk about killing Jews, that’s wrong.”",0.40946755,0.0615518,0.48406938,0.2372106,0.1161626,0.53515965
277,2021-05-25 5:25:07,"More than 1,550 people, 70% of them Arab citizens of Israel, have been arrested in the past two weeks on suspicion of involvement in the recent outbreak of mob violence between Arabs and Jews, the Israeli Police said on Monday.",0.12309273,0.0042803874,0.14713493,0.061367247,0.032510724,0.029365314
278,2021-05-25 5:22:06,Progressives call out anti-Semitism and 'Islamophobia' after wave of hate against Jews,0.44805592,0.065616295,0.5674287,0.3184714,0.23121235,0.11203776
279,2021-05-25 4:32:17,"""Halawa allegedly suggested that the solution to the conflict was to send Jews to the United States""",0.32563272,0.027650462,0.46926653,0.1597001,0.07208767,0.12880437
280,2021-05-25 3:17:37,"American Jews are being jumped, but can't forget Islamophobia",0.43791756,0.065416574,0.5353619,0.322358,0.2364348,0.108619794
281,2021-05-25 1:37:43,"An uptick in anti-semitic violence in recent days includes a professional soccer player in New York being accosted by a group of “6-8 Palestinian men” brandishing knives and asking him if he was Jewish. In London a pro-Palestinian convoy was seen walking through North London chanting ""We're hunting Jews"" as police accompany them.",0.3437808,0.03325399,0.40073952,0.19040012,0.10971892,0.40362522
282,2021-05-25 0:45:27,"""When you call Israel an apartheid state—which Democrat members of Congress have done on the floor of the United States Congress—that's incendiary rhetoric,"" Sen. Josh Hawley (R-Mo.) said on Monday.",0.22775516,0.008144626,0.11087575,0.08502499,0.010743887,0.015653176
283,2021-05-26 22:47:05,"""...the ultimate decision becomes motivated by certain factors, defined by both religious faith and our rightful membership as part of American society.""",0.018325835,0.0009957846,0.028454876,0.015689516,0.0050579985,0.011790863
284,2021-05-26 22:17:12,"""...Biden and the Democratic Party continue to defend vocal anti-Semites in their midst...""",0.16551583,0.0049640606,0.16499637,0.13569239,0.014790285,0.015283577
285,2021-05-26 16:32:05,"""It pains me to say this , but you sound docile and submissive""",0.2459383,0.0052910345,0.025294662,0.31670475,0.06642275,0.018018613
286,2021-05-26 12:30:17,We’re a long way away from when the media held POTUS personally responsible for basically every single thing that happened in this country.,0.10699297,0.0027495546,0.031193726,0.12280706,0.01255779,0.01373126
287,2021-05-26 11:03:25,House Minority Leader Kevin McCarthy (R-CA) and Rep. David Kustoff (R-TN) introduced a bill on Tuesday that aims to target antisemitic hate crimes as the US experiences a surge in attacks on Jews following a bloody 11-day war started by Hamas against Israel.,0.28021416,0.01724045,0.3640261,0.18263249,0.118610635,0.2661352
288,2021-05-26 10:44:00,"""It's turning into a political loyalty test for Jews in our industry."" Actor Tracy-Ann Oberman says it's ""wrong"" for actors' union Equity to encourage its members to join a pro-Palestinian march ""alongside placards that have been so hideously anti-semitic"". (Via BBC Newsnight) bbc.in/3hTfF3H",0.2406723,0.009928121,0.28807157,0.1493805,0.03934774,0.018942611
289,2021-05-26 3:58:00,She makes it seem like conservatives somehow are the bad guys.,0.34388447,0.009868671,0.2854695,0.40798888,0.09515198,0.017464213
290,2021-05-26 3:09:06,"""While those words were unbelievably meaningful when they were first written, their significance grows as the Left aims to destroy the very foundation of the country.""",0.15568043,0.004399287,0.08320049,0.14823389,0.017441375,0.024930121
291,2021-05-26 3:01:34,"""...when you deplatform the President of the United States but you let Ayatollah Khamenei talk about killing Jews, that’s wrong.”",0.40946755,0.0615518,0.48406938,0.2372106,0.1161626,0.53515965
292,2021-05-26 3:00:26,"""Asians are not the problem. Blacks are not the problem. Jews are not the problem. And yes, Whites are not the problem either. No race or culture is ‘the problem.'”",0.39230084,0.05931039,0.53501165,0.28602606,0.17473227,0.021234127
293,2021-05-26 2:40:00,"They ""irresponsibly tried to delegitimize our closest ally in the region.""",0.04234509,0.0014862457,0.022871831,0.05078573,0.010743887,0.014544378
294,2021-05-26 0:46:34,"""This presumption is the entire foundation of Goldberg’s cynical and fundamentally dishonest attempt to use violence against Jews by leftists and Muslims as a weapon to wield against conservatives.""",0.44805592,0.05706898,0.54936904,0.43035552,0.06520884,0.30652604
295,2021-05-26 0:26:11,"Rep. Marjorie Taylor Greene, who is under fire for likening vaccine requirements to the treatment of Jews in Nazi Germany, once harshly condemned comparisons of migrant detention camps to the Holocaust as an ""embarrassment to our country"" that ""should be shamed by everyone.""",0.31725118,0.019142844,0.30100468,0.25910094,0.08948706,0.17235014
296,2021-05-27 18:53:49,"A swastika and an antisemitic message were found on the side of the Florida Holocaust Museum in St. Petersburg, Florida, Detectives are currently investigating as a hate crime.",0.18055865,0.0075501283,0.20110705,0.12393488,0.042696483,0.024930121
297,2021-05-27 18:15:07,"Cops said the trio yelled “kill all the jews” outside a Brooklyn synagogue and later chased a pair of Jewish teens, putting one in a chokehold.",0.5750231,0.21157408,0.6326683,0.4020049,0.38913968,0.631548
298,2021-05-27 17:30:30,A decades-old property dispute in the divided Jerusalem neighborhood of Sheikh Jarrah shows the depth of tensions between Jews and Palestinians over control of the contested city.,0.08330294,0.0029724913,0.097510606,0.031379033,0.012208962,0.014766138
299,2021-05-27 11:26:08,"""It pains me to say this , but you sound docile and submissive""",0.2459383,0.0052910345,0.025294662,0.31670475,0.06642275,0.018018613
300,2021-05-27 5:22:06,Four House Democrats call out progressive House Dems for 'inflammatory' statements on Israel and Jews: 'Antisemitic at their core',0.28874767,0.012008865,0.38396132,0.18798348,0.09272416,0.030252352
301,2021-05-27 4:34:07,"""...Biden and the Democratic Party continue to defend vocal anti-Semites in their midst...""",0.16551583,0.0049640606,0.16499637,0.13569239,0.014790285,0.015283577
302,2021-05-27 1:10:02,"Amid a disturbing rise in anti-Semitic attacks in America, Actor Mark Ruffalo (not exactly a conservative) recently apologized for making the ""inflammatory"" claim that Israel is committing ""genocide"". But the backlash he received from other progressives is very telling. Just asking ... progressives have had no problem standing up for other minority groups. So why are many so hesitant to show the same level of support for Jews, the NUMBER ONE target of religious hate in America?",0.30487993,0.015575855,0.22884741,0.13247705,0.017720437,0.026630279
303,2021-05-27 0:25:05,"The past several weeks have seen an outbreak of anti-Semitic threats and violence across the U.S., stoking fear among Jews in small towns and major cities.",0.23365098,0.011771066,0.3339182,0.12280706,0.044091795,0.21659763
304,2021-05-28 23:55:08,"In The New York Times Opinion Section: ""For thousands of years Jews in the diaspora would leave a corner of their homes unpainted, to remind themselves that they were not home. They prayed in the direction of Jerusalem,"" Rabbi David Wolpe writes in a guest essay.",0.083939545,0.0025414801,0.04661004,0.016056094,0.006244012,0.011550623
305,2021-05-28 16:02:46,France’s Jews and Muslims are fighting Islamophobia and anti-Semitism by sharing their cultures and languages with each other. Read about it here: http://ow.ly/jOZd50EU3Y0 #respectproject,0.2022951,0.012960062,0.30450612,0.12224315,0.022045897,0.018462133
306,2021-05-28 11:00:33,"""No, I’m not at all offended by Greene comparing having to wear a mask to my great-grandparents starving naked in the snow, desperately clinging to their children as they were shot dead by their own former neighbors. That totally makes sense,"" writes Jay Michaelson",0.21539254,0.012484464,0.033089854,0.12619053,0.038510554,0.34753934
307,2021-05-28 2:32:49,"New York City's mayor has promised that police will be out ""in force in Jewish communities to protect people"" amid an uptick in antisemitic attacks.",0.23891698,0.012722263,0.3339182,0.11716794,0.05913928,0.26902026
308,2021-05-28 1:17:04,"""...there is no excuse, there is no pretext that permits assaulting and attacking Jews in this country...""",0.3955794,0.05258616,0.5128833,0.22066946,0.08301287,0.4697498
309,2021-05-28 0:58:59,The spate of violence in mixed cities led to fears Jewish-Arab co-existence was crumbling. Those fractures are especially visible in Lod.,0.22598907,0.0092147235,0.33251762,0.1250627,0.037394308,0.11317709
310,2021-05-29 22:55:05,“I want people to know that there was resistance. Jews did not go like sheep to the slaughter. I was a photographer. I have pictures. I have proof.” Faye Schulman was spared by German officers on the condition that she would photograph them. She would ultimately use those photographs against them as proof of their barbarity. She was believed to be 101 when she died in April.,0.2712817,0.016170353,0.3339182,0.19178106,0.08139432,0.18917462
311,2021-05-29 22:10:35,"Nashville hat shop facing backlash for selling ""not vaccinated"" star of David patches.",0.033074442,0.0014416584,0.017973501,0.034458283,0.007953267,0.0145074185
312,2021-05-29 18:55:05,"Sister Margherita Marchione, who spent decades arguing that Pope Pius XII had helped the Jews during World War II despite accusations that he had abdicated his moral responsibility, has died at 99.",0.13969667,0.0049343356,0.13013847,0.0832057,0.027348075,0.029660994
313,2021-05-30 11:03:44,"Pollak: The Second Amendment defends the First. The NRA defends the right of Jews to self-defense, while the ADL aligns with anti-Israel radicals.",0.19634613,0.006212507,0.2594489,0.123370975,0.015278644,0.017833812
314,2021-05-31 22:46:34,"""'In NO WAY did I intend to trivialize the Star of David or disrespect what happened to millions of people,' Gaskins wrote in her apology Instagram post.""",0.046465382,0.0017537699,0.01760481,0.046042133,0.008895101,0.012215902
315,2021-05-31 20:01:04,Tennessee store owner offered a ‘not vaccinated’ badge similar in shape and colour to those that the Nazis forced Jews to wear https://aje.io/dzn6tm,0.23014031,0.016051453,0.3640261,0.1493805,0.117794625,0.062477216
316,2021-05-31 15:42:00,"Protestors hung a ""no Nazis in Nashville"" banner over the storefront on Saturday in response to the post, where the yellow ""not vaccinated"" patches appeared to mimic those worn by Jews in Germany while Adolf Hitler was in power.",0.2835225,0.025969405,0.37202716,0.18625732,0.12473073,0.30652604
317,2021-05-31 0:00:52,"""True, one plague was completely imaginary, the product of a fevered antisemitic imagination that led to the deaths of six million people, while the other is an actual disease that exists,"" writes Jay Michaelson. ""But why quibble with details?""",0.22687212,0.008620225,0.19168688,0.13834031,0.020371525,0.13276307
318,2021-06-01 18:45:24,"The recent surge in anti-Semitic attacks across the U.S. has been coupled with a new, dangerous phenomenon as American institutions’ condemnation of crimes against Jews have been walked back in the age of woke-ness and the radical left controls the Democratic agenda, says Dov Hikind.",0.26132804,0.012543914,0.3470352,0.13871859,0.03934774,0.08811198
319,2021-06-01 16:33:13,Columnist Caroline Glick blasted congressional leftists and the left-inclined media for a recent wave of violent attacks against Jews.,0.33341047,0.017953848,0.43166295,0.21334453,0.11052819,0.23028071
320,2021-06-01 10:02:17,"""'In NO WAY did I intend to trivialize the Star of David or disrespect what happened to millions of people,' Gaskins wrote in her apology Instagram post.""",0.046465382,0.0017537699,0.01760481,0.046042133,0.008895101,0.012215902
